Recipient,Activity name,Award amount,Award date,Decision Month,Decision quarter,ACE Area,Local authority,Main discipline,Strand,Time-Limited Priority
London International Animation Festival,London International Animation Festival 2020,"£15,000",26-Aug-20,August,Q2,London,Hackney,Visual arts,"£15,000 and below",
Thomas Hickox,Tom Hickox - The Orchestra of Stories,"£12,137",26-Aug-20,August,Q2,London,Wandsworth,Music,"£15,000 and below",
Permindar Lundh Von Leithner,Home,"£14,700",26-Aug-20,August,Q2,South East,St Albans,Visual arts,"£15,000 and below",
John Sailsman,The Origins  History and Identity of Black British Theatre,"£15,000",26-Aug-20,August,Q2,South East,Reading,Theatre,"£15,000 and below",
Open Art Box CIC,Doorstep Discoveries,"£12,343",26-Aug-20,August,Q2,South East,North Hertfordshire,Visual arts,"£15,000 and below",
Sivan Rubinstein,Dance Number 2 Creation & Premier,"£17,682",26-Aug-20,August,Q2,London,Hackney,Dance,"£15,000 and below",
Jack Derbyshire,A Murder of Crows,"£8,000",26-Aug-20,August,Q2,London,Islington,Literature,"£15,000 and below",
Edward Franklin,Developing New Plays as a Director-Dramaturg,"£11,000",26-Aug-20,August,Q2,London,Camden,Theatre,"£15,000 and below",
Savita Kalhan,Savita Kalhan - Reflecting Realities Project,"£14,800",26-Aug-20,August,Q2,London,Barnet,Literature,"£15,000 and below",
Kent Wildlife Trust,The Marsh Mosaics,"£15,000",26-Aug-20,August,Q2,South East,Maidstone,Visual arts,"£15,000 and below",
John Osborne,John Osborne: podcasts,"£8,000",26-Aug-20,August,Q2,South East,Norwich,Visual arts,"£15,000 and below",
Parable Dance,Parable Dance: Inclusive Practice is Good Practice,"£17,685",26-Aug-20,August,Q2,South East,Brighton and Hove,Dance,"£15,000 and below",
Obsidian Foundation,The Obsidian Retreat R&D,"£14,950",26-Aug-20,August,Q2,London,Croydon,Literature,"£15,000 and below",
Jala Wahid,Cry Me A Waterfall,"£7,843",26-Aug-20,August,Q2,London,Lewisham,Visual arts,"£15,000 and below",
Michaela Betts,When The Lights Come Up,"£14,900",26-Aug-20,August,Q2,South East,Elmbridge,Theatre,"£15,000 and below",
Shared Space and Light,Exodus R&D,"£15,000",26-Aug-20,August,Q2,South East,Brighton and Hove,Combined arts,"£15,000 and below",
Nur Khairiyah Ramli,RUMAHfest,"£5,910",26-Aug-20,August,Q2,London,Brent,Combined arts,"£15,000 and below",
Michael Hughes,Nyam and Bubble,"£12,022",26-Aug-20,August,Q2,London,Enfield,Music,"£15,000 and below",
Yukiko Masui,Trasit-20,"£6,858",26-Aug-20,August,Q2,London,Lewisham,Dance,"£15,000 and below",
Sherwood Park Hall,Sherwood Park Hall Art Programme,"£14,000",26-Aug-20,August,Q2,London,Merton,Combined arts,"£15,000 and below",
Jessica Clarke,BEIGE online - R&D,"£11,960",26-Aug-20,August,Q2,South East,Mid Sussex,Theatre,"£15,000 and below",
Rachael Drew,"Transformation Project: CPD, research, planning and development in Scarborough","£14,997",26-Aug-20,August,Q2,North,Scarborough,Combined arts,"£15,000 and below",
Lisa Creagh,Holding Time: Coventry City of Culture,"£14,999",26-Aug-20,August,Q2,South East,Brighton and Hove,Visual arts,"£15,000 and below",
Eliot Smith Company,Virtual Triple Bill | Autumn 2020,"£15,000",26-Aug-20,August,Q2,North,Newcastle upon Tyne,Dance,"£15,000 and below",
Beatrice Fashola,Dance Album,"£16,000",26-Aug-20,August,Q2,London,Lewisham,Dance,"£15,000 and below",
Danyah Miller Storyteller,Consciously Dreaming,"£15,000",26-Aug-20,August,Q2,South East,Waverley,Theatre,"£15,000 and below",
Funnelwick Limb,The Chronicles of Atom and Luna Part One,"£15,000",26-Aug-20,August,Q2,South East,Colchester,Literature,"£15,000 and below",
Uprise Rebel,Pilot Project: Developing Black Audiences & Networks,"£14,928",26-Aug-20,August,Q2,London,Lewisham,Dance,"£15,000 and below",
Joseph Ballard,Project 2020,"£14,000",26-Aug-20,August,Q2,South East,Norwich,Theatre,"£15,000 and below",
Brian Acton,STEMS,"£15,000",26-Aug-20,August,Q2,North,Calderdale,Music,"£15,000 and below",
Denise Felkin,Mum's not the word - pro dev,"£5,880",26-Aug-20,August,Q2,South East,Brighton and Hove,Visual arts,"£15,000 and below",
York Archaeological Trust for Excavation and Research Ltd,Virtual Vikings & More: Extending Educational Reach & Access,"£15,000",26-Aug-20,August,Q2,North,York,Museums,"£15,000 and below",
Paul Gaul,Prey Drive EP Release V2,"£2,070",26-Aug-20,August,Q2,South East,Breckland,Music,"£15,000 and below",
Adam Alston,Decadent Plays,"£4,855",26-Aug-20,August,Q2,London,Merton,Theatre,"£15,000 and below",
Beat Routes,Arts Platform,"£14,999",26-Aug-20,August,Q2,South East,Slough,Combined arts,"£15,000 and below",
Alastair McNeill Brown,The world as composer,"£7,875",26-Aug-20,August,Q2,South East,Thurrock,Visual arts,"£15,000 and below",
East London Cable,A new body of work by Fionnuala Kennedy commissioned by East London Cable (ELC),"£15,000",26-Aug-20,August,Q2,London,City of London,Music,"£15,000 and below",
Elizabeth Stewart,"Lights, Planets, People!  Graphic Novel","£14,594",26-Aug-20,August,Q2,London,Lambeth,Visual arts,"£15,000 and below",
Thomas Ryalls,Clitterhouse FP,"£7,720",26-Aug-20,August,Q2,London,Barnet,Theatre,"£15,000 and below",
Rod Oughton,OK Aurora UK Tour,"£8,423",26-Aug-20,August,Q2,London,Brent,Music,"£15,000 and below",
Insaan Culture Club,Insaan CC Covid19,"£14,700",26-Aug-20,August,Q2,London,Islington,Combined arts,"£15,000 and below",
Knuckle and Joint,The Gingerbread Man Schools Tour,"£15,000",26-Aug-20,August,Q2,London,Bromley,Theatre,"£15,000 and below",
Let's Go Yorkshire,Wall of Wisdom (WoW),"£13,405",26-Aug-20,August,Q2,North,Kirklees,Visual arts,"£15,000 and below",
Callum Henry,Spirit of Lancashire.,"£2,309",26-Aug-20,August,Q2,North,Blackburn with Darwen,Combined arts,"£15,000 and below",
Katy Weir,Ubuntu by the sea: An audio adventure of kindness and creativity,"£11,863",26-Aug-20,August,Q2,North,Sunderland,Theatre,"£15,000 and below",
Barrel Organ Ltd,Tess Development,"£13,733",26-Aug-20,August,Q2,North,Sheffield,Theatre,"£15,000 and below",
Stacey NG,Behind the Counter,"£12,779",26-Aug-20,August,Q2,London,Haringey,Literature,"£15,000 and below",
Kazimir Bielecki,exclusion,"£17,000",26-Aug-20,August,Q2,London,Enfield,Visual arts,"£15,000 and below",
Fiona Banner,The Retrospective Has Been Cancelled,"£15,000",26-Aug-20,August,Q2,London,Hackney,Visual arts,"£15,000 and below",
Roy Mehta,working title 'REVIVAL' photography engagement project,"£14,522",26-Aug-20,August,Q2,South East,Watford,Visual arts,"£15,000 and below",
Magnum Photos,Creativity Works: Visual Storytelling with Magnum Photos,"£14,950",26-Aug-20,August,Q2,London,Islington,Visual arts,"£15,000 and below",
Byron Vincent,Instagramming The Apocalypse Film Adaptation and Distribution,"£9,806",26-Aug-20,August,Q2,London,Hammersmith and Fulham,Theatre,"£15,000 and below",
Camille Baker,INTER/her,"£15,000",26-Aug-20,August,Q2,South East,Crawley,Combined arts,"£15,000 and below",
ART EAT events,Art Eat 2020,"£15,000",26-Aug-20,August,Q2,South East,Ipswich,Combined arts,"£15,000 and below",
Nicole Evangelou Georgiou,2020 Vision,"£9,246",26-Aug-20,August,Q2,London,Haringey,Literature,"£15,000 and below",
Silent Uproar Productions,Silent Uproar's Writer Support Plan,"£15,000",28-Aug-20,August,Q2,North,"Kingston upon Hull, City of",Theatre,"£15,000 and below",
POP ARTS,POP ARTS LIVERPOOL,"£5,500",28-Aug-20,August,Q2,North,Liverpool,Music,"£15,000 and below",
Amy Du Quesne,'Rock Bottom?' Verbatim Voices,"£9,000",28-Aug-20,August,Q2,North,Manchester,Theatre,"£15,000 and below",
Remi Adefeyisan,Dark Jungle: Manchester's First Rap Opera (R&D),"£9,262",28-Aug-20,August,Q2,North,Manchester,Music,"£15,000 and below",
Olivia Hunt,Community Covid & Christmas,"£18,500",28-Aug-20,August,Q2,North,Newcastle upon Tyne,Theatre,"£15,000 and below",
Blackfest Limited,BlackFest Digital 2020,"£15,000",28-Aug-20,August,Q2,North,Liverpool,Combined arts,"£15,000 and below",
Tmesis Theatre,Explore new ways of working-Tmesis Theatre,"£11,490",28-Aug-20,August,Q2,North,Liverpool,Theatre,"£15,000 and below",
NTC Touring Theatre Company Ltd,Scaredy Bairns - A safe and socially distanced outdoor immersive theatre experience for families this Halloween,"£2,250",28-Aug-20,August,Q2,North,Northumberland,Theatre,"£15,000 and below",
Graham Dolphin,"All art aspires to the condition of music"" - multiple public exhibitions 2021","£14,680",28-Aug-20,August,Q2,North,County Durham,Visual arts,"£15,000 and below",
Romain Burtin,Eat The Archives: Develop & Test,"£11,100",28-Aug-20,August,Q2,North,Lancaster,Visual arts,"£15,000 and below",
Company of Others,Grief Floats Phase 1,"£14,990",28-Aug-20,August,Q2,North,Newcastle upon Tyne,Dance,"£15,000 and below",
Helen Dewbery,Poetry Online,"£13,588",2-Sep-20,September,Q2,South West,Wiltshire,Literature,"£15,000 and below",
Marcus Dove,Depicting issues in modern relationships and traumas (2),"£13,150",2-Sep-20,September,Q2,Midlands,Leicester,Visual arts,"£15,000 and below",
Vortex Jazz Foundation Limited,Echo in the Bones,"£14,100",2-Sep-20,September,Q2,London,Hackney,Music,"£15,000 and below",
Alison Carr,Dance Mania,"£12,312",2-Sep-20,September,Q2,North,Newcastle upon Tyne,Theatre,"£15,000 and below",
Artificer Productions,"Snare Drum Research, Composition, and Performance Project","£15,000",2-Sep-20,September,Q2,Midlands,Rushcliffe,Music,"£15,000 and below",
Paperwork Theatre,Paperwork Theatre: Theatre experiences touring libraries,"£14,493",2-Sep-20,September,Q2,North,Liverpool,Theatre,"£15,000 and below",
Sally Crabtree,Poetry Postie FM - Communities Communicating,"£14,900",2-Sep-20,September,Q2,South West,Cornwall,Literature,"£15,000 and below",
Sheila Hill,Developing the Power Project in 2020,"£21,000",2-Sep-20,September,Q2,London,Kensington and Chelsea,Combined arts,"£15,000 and below",
David Moorhead,Forgotten Voices,"£15,000",2-Sep-20,September,Q2,North,Sefton,Theatre,"£15,000 and below",
Emmerson & Ward,Sappho by Daneka Etchells R&D,"£7,055",2-Sep-20,September,Q2,North,Kirklees,Theatre,"£15,000 and below",
PARAMASAMY KIRUPAKARAN,Virtual South Asian Classical and Light Music Concerts,"£10,000",2-Sep-20,September,Q2,London,Harrow,Music,"£15,000 and below",
Lauren Redding,Bloody Elle - A New Gig Musical,"£14,000",2-Sep-20,September,Q2,London,Islington,Theatre,"£15,000 and below",
Cecilia Knapp,Accessible Online Poetry Workshops,"£11,054",2-Sep-20,September,Q2,London,Hackney,Literature,"£15,000 and below",
67projects,Wirral Augmented Reality Billboards,"£14,800",2-Sep-20,September,Q2,North,Wirral,Combined arts,"£15,000 and below",
Rebecca Tantony,Seventeen,"£5,000",2-Sep-20,September,Q2,South West,"Bristol, City of",Literature,"£15,000 and below",
West Kirby Arts Centre,covid 19 refurbish,"£13,353",2-Sep-20,September,Q2,North,Wirral,Music,Grassroots Music,
The Pearl Exchange,The Pearl Exchange,"£14,000",2-Sep-20,September,Q2,South West,Cornwall,Combined arts,"£15,000 and below",
Kidology Arts Community Interest Company,Drawn to the Water,"£14,976",2-Sep-20,September,Q2,North,Sheffield,Combined arts,"£15,000 and below",
Elimu Carnival Club,"The Phoenix Rises: Being, Belonging & Becoming","£15,000",2-Sep-20,September,Q2,London,Westminster,Combined arts,"£15,000 and below",
Elvi Piper,Humbug: An online theatrical adventure for the whole family,"£14,800",2-Sep-20,September,Q2,North,Leeds,Theatre,"£15,000 and below",
Ryan McMurtry,Artist visibility through social media,"£1,960",2-Sep-20,September,Q2,South West,"Bristol, City of",Music,"£15,000 and below",
Kavi Pau,Third Culture Collective,"£14,819",2-Sep-20,September,Q2,London,Harrow,Music,"£15,000 and below",
Anita Taylor,Trinity Buoy Wharf Drawing Prize 2020 exhibition & engagement programme to re-open of Drawing Projects UK,"£15,000",2-Sep-20,September,Q2,South West,Wiltshire,Visual arts,"£15,000 and below",
Benjamin Dunks,Transformation,"£8,500",2-Sep-20,September,Q2,South West,Plymouth,Dance,"£15,000 and below",
Jon Hodge,Animatronics Research & Development,"£25,880",2-Sep-20,September,Q2,South West,Plymouth,Theatre,"£15,000 and below",
Sarvjit Singh Sra,Invisible,"£13,183",2-Sep-20,September,Q2,Midlands,Wolverhampton,Visual arts,"£15,000 and below",
Curious Pheasant Theatre,Dorian Gray R&D,"£14,990",2-Sep-20,September,Q2,South West,Test Valley,Theatre,"£15,000 and below",
Wersha Singh,Kissing Walls - Two strand multi-disciplinary activity,"£15,000",2-Sep-20,September,Q2,Midlands,Solihull,Literature,"£15,000 and below",
Latinolife,Fuerza London,"£14,000",2-Sep-20,September,Q2,London,Haringey,Combined arts,"£15,000 and below",
Stellar Projects,Nightfall 2020,"£15,000",2-Sep-20,September,Q2,North,Stockton-on-Tees,Combined arts,"£15,000 and below",
Kirsten Luckins,Celebrating Change #3,"£13,655",2-Sep-20,September,Q2,North,Hartlepool,Literature,"£15,000 and below",
Heather Bandenburg,Mummy Vs,"£15,000",2-Sep-20,September,Q2,London,Croydon,Theatre,"£15,000 and below",
Tessa Garland,Visions in the Nunnery 2020,"£11,450",2-Sep-20,September,Q2,London,Waltham Forest,Visual arts,"£15,000 and below",
Nikki Bovis-Coulter,I Am Me,"£14,500",2-Sep-20,September,Q2,Midlands,Coventry,Visual arts,"£15,000 and below",
Fife Street Social Club Nuneaton Ltd,"Dressing Room, Rehearsal and Recording Space, Disabled Facilities","£14,250",2-Sep-20,September,Q2,Midlands,Nuneaton and Bedworth,Music,Grassroots Music,
Chats Palace Ltd,Chats Palace New Music Live-Streaming Programme,"£14,995",2-Sep-20,September,Q2,London,Hackney,Combined arts,Grassroots Music,
Magpie Dance,'Virtually Magpie' Phase 2,"£14,867",2-Sep-20,September,Q2,London,Bromley,Dance,"£15,000 and below",
Finding Rhythms,Finding Your Voice,"£14,500",2-Sep-20,September,Q2,London,Wandsworth,Music,"£15,000 and below",
Amy Tribe,Buried Thunder Presents 'Essence',"£7,654",2-Sep-20,September,Q2,South West,Dorset,Theatre,"£15,000 and below",
Three Stones Media,SeaSaw Crossing,"£14,880",2-Sep-20,September,Q2,London,Wandsworth,Theatre,"£15,000 and below",
Roustabout Theatre,Research & Development: Three New COVID Proof Projects,"£14,321",2-Sep-20,September,Q2,South West,"Bristol, City of",Theatre,"£15,000 and below",
Tayla York,Black History Month 2020,"£10,244",2-Sep-20,September,Q2,Midlands,Leicester,Combined arts,"£15,000 and below",
Emily Hennessey,"Indian myth and music, Development & Film","£6,820",2-Sep-20,September,Q2,North,South Lakeland,Combined arts,"£15,000 and below",
Joelle Taylor,Butterfly Fist,"£10,858",2-Sep-20,September,Q2,London,Waltham Forest,Literature,"£15,000 and below",
OT Creative Space,OT Art Trail,"£14,995",2-Sep-20,September,Q2,North,Trafford,Visual arts,"£15,000 and below",
Daniel Nicholas,Eugene: Production + Digital Development,"£18,885",2-Sep-20,September,Q2,North,Leeds,Theatre,"£15,000 and below",
Lempen Puppet Theatre Company,Flotsam & Jetsam new Lempen show 2020,"£8,000",2-Sep-20,September,Q2,North,Craven,Theatre,"£15,000 and below",
Eleanor Rose,tHE wELL,"£6,119",2-Sep-20,September,Q2,North,Rochdale,Theatre,"£15,000 and below",
The London Song Festival,London Song Festival,"£6,885",2-Sep-20,September,Q2,London,Merton,Music,"£15,000 and below",
Eric Thorp,Manor Place Baths - Group Exhibition,"£6,059",2-Sep-20,September,Q2,London,Southwark,Visual arts,"£15,000 and below",
Jose Blazquez,‘Press start’: The use of videogame assets in audience creative practices.,"£14,999",2-Sep-20,September,Q2,Midlands,Broxtowe,Combined arts,"£15,000 and below",
Holly Williams,Finishing a novel,"£2,655",2-Sep-20,September,Q2,North,Sheffield,Literature,"£15,000 and below",
Artisan Creative,The Journey Goes Ever On: Stage 1,"£14,999",2-Sep-20,September,Q2,Midlands,South Derbyshire,Music,"£15,000 and below",
FLUXEvents,"FLUX virtual exhibition, Talks & RnD","£9,800",2-Sep-20,September,Q2,London,Haringey,Visual arts,"£15,000 and below",
Yaz Zadeh,MANNISH BOY,"£10,950",2-Sep-20,September,Q2,London,Tower Hamlets,Theatre,"£15,000 and below",
1DegreeEast,1DegreeEast Bedford Producer Hub Pilot,"£14,950",3-Sep-20,September,Q2,South East,East Suffolk,Theatre,"£15,000 and below",
Terry O'Brien,Covid-19 Innovation Management for Artists in the Folk Sector,"£14,256",3-Sep-20,September,Q2,South East,South Norfolk,Music,"£15,000 and below",
Sleeping Trees LLP,Christmas 2020 - The Legend of Moby Dick Whittington & The Digital Advent Calendar,"£15,000",3-Sep-20,September,Q2,South East,Waverley,Theatre,"£15,000 and below",
Hikapee,Huldufolk VR Project,"£15,000",3-Sep-20,September,Q2,South East,Epsom and Ewell,Theatre,"£15,000 and below",
Sebastian Gardner,Chopin R&D,"£6,500",3-Sep-20,September,Q2,South East,Cherwell,Theatre,"£15,000 and below",
The Voice Project,The Distance Between Us,"£14,950",3-Sep-20,September,Q2,South East,Norwich,Music,"£15,000 and below",
Laura Norman,Doorstep Stories,"£14,959",3-Sep-20,September,Q2,South East,Ipswich,Combined arts,"£15,000 and below",
Anna Aird,Fibre and Form,"£14,994",3-Sep-20,September,Q2,South East,Three Rivers,Visual arts,"£15,000 and below",
Louder Than Words Ltd,The Empire Strikes Back,"£14,200",3-Sep-20,September,Q2,South East,Elmbridge,Visual arts,"£15,000 and below",
joanne mcinnes,Jo McInnes,"£14,844",3-Sep-20,September,Q2,South East,Wealden,Theatre,"£15,000 and below",
Lily Green,She Heals,"£15,000",3-Sep-20,September,Q2,South East,East Suffolk,Visual arts,"£15,000 and below",
Oxford City Council,Oxford's Christmas Light Festival - Creative Communities,"£15,000",3-Sep-20,September,Q2,South East,Oxford,Combined arts,"£15,000 and below",
Nia Williams,Dance for Parkinson's (Oxford) Digital Connection,"£10,100",3-Sep-20,September,Q2,South East,Oxford,Dance,"£15,000 and below",
Louise Blackwell,Creative Crawley,"£15,000",3-Sep-20,September,Q2,South East,Brighton and Hove,Combined arts,"£15,000 and below",
Body Politic Dance Limited,Organisational Development 1,"£15,000",3-Sep-20,September,Q2,South East,Oxford,Dance,"£15,000 and below",
Chalk Line Theatre,Blue R&D,"£7,138",3-Sep-20,September,Q2,South East,Luton,Theatre,"£15,000 and below",
