Recipient,Activity name,Award amount,Award date,Decision Month,Decision quarter,ACE Area,Local authority,Main discipline,Strand,Time-Limited Priority
Black Dog Theatre Creation,The Black Dog Theatre Creation Camden 2023 Revised,"£6,800",19-Apr-23,April,Q1,South East,Braintree,Theatre,"£30,000 and below",
Spoken World,Sovriegn Nature,"£15,440",19-Apr-23,April,Q1,South West,Somerset,Combined arts,"£30,000 and below",
Emma Bettridge,Early Years creative processes & picture book development,"£18,695",19-Apr-23,April,Q1,South West,Somerset,Literature,"£30,000 and below",
Kielder Observatory Astronomical Society,Narratives of Kielder,"£13,400",19-Apr-23,April,Q1,North,Northumberland,Literature,"£30,000 and below",
Hannah Lefeuvre,Early Weaves Production and Tour,"£11,549",19-Apr-23,April,Q1,South West,Somerset,Dance,"£30,000 and below",
The Beau Nash Ltd t/a Komedia Bath,Community Engagement Programme 2,"£30,000",19-Apr-23,April,Q1,South West,Bath and North East Somerset,Combined arts,"£30,000 and below",Supporting Grassroots Live Music
Uri Agnon,Antisemitism - a (((musical))) - 2023 production,"£30,487",19-Apr-23,April,Q1,South West,Southampton,Theatre,"£30,000 and below",
Obscura Darkroom,Creative Community,"£18,541",19-Apr-23,April,Q1,North,Blackburn with Darwen,Visual arts,"£30,000 and below",
Three Score Dance Company,Rose until it touched the sky -premiere & engagement,"£14,677",19-Apr-23,April,Q1,South East,Brighton and Hove,Dance,"£30,000 and below",
Tom Marshman,THE SHOW OF SHOWS,"£25,354",19-Apr-23,April,Q1,South West,North Somerset,Theatre,"£30,000 and below",
Flatland Projects,Inspiring Artistic Careers in Bexhill on Sea: National Artists Making Space for Early Career Creatives,"£30,000",19-Apr-23,April,Q1,South East,Hastings,Visual arts,"£30,000 and below",
The Deaf and Hearing Ensemble,Development of Deaf led play Clerc's Inferno,"£39,386",19-Apr-23,April,Q1,London,Hackney,Theatre,"£30,000 and below",
Mira Kaushik,ANHAD – A South Asian Multi-Arts Outdoor Festival,"£30,000",19-Apr-23,April,Q1,London,Hounslow,Combined arts,"£30,000 and below",
Jet Brand,You Are Here (Resubmission #3),"£26,288",19-Apr-23,April,Q1,London,Islington,Literature,"£30,000 and below",
Anders Duckworth,Little M - R&D,"£37,776",19-Apr-23,April,Q1,London,Camden,Dance,"£30,000 and below",
Simon Roberts,BeatGeek 2023,"£18,209",19-Apr-23,April,Q1,London,Camden,Music,"£30,000 and below",
Annelise Bucher,Relay,"£1,800",19-Apr-23,April,Q1,London,Tower Hamlets,Dance,"£30,000 and below",
Green Island Festival,Green Island Festival 2023,"£25,000",19-Apr-23,April,Q1,North,Trafford,Music,"£30,000 and below",Supporting Grassroots Live Music
Wigan Boys and Girls Club,"Wigan’s Next Generation: Creative Skills Development and Outdoor Arts Festival Takeover, with North West Artists and Young People from Wigan Borough","£29,740",19-Apr-23,April,Q1,North,Wigan,Combined arts,"£30,000 and below",
Christopher Green,The Home: Roadshow Regional,"£52,818",19-Apr-23,April,Q1,London,Haringey,Theatre,"Above £30,000",
The BRIT School,"‘Why On Earth’: An original BRIT musical to amaze, inspire and engage Croydon’s young people in the fight for climate justice.","£10,805",19-Apr-23,April,Q1,London,Croydon,Theatre,"£30,000 and below",
Chris Fonseca,"Christopher Fonseca, Disability Leadership and the allocation of D/deaf arts and community development in Croydon, London","£84,743",19-Apr-23,April,Q1,London,Bromley,Dance,"Above £30,000",
Uproot Productions,Deya,"£102,319",19-Apr-23,April,Q1,London,Camden,Not discipline specific,"Above £30,000",
York St John University,Cold Warnings,"£17,336",19-Apr-23,April,Q1,North,York,Literature,"£30,000 and below",
Richard Henderson,re:imagine,"£30,000",19-Apr-23,April,Q1,North,Stockton-on-Tees,Combined arts,"£30,000 and below",
Clémentine Bedos,Black Women Hybrid Healing,"£20,280",19-Apr-23,April,Q1,London,Southwark,Visual arts,"£30,000 and below",
Broken Grey Wires,Exhibition and community engagement in Brighton,"£29,780",19-Apr-23,April,Q1,North,Wigan,Visual arts,"£30,000 and below",
Barnsley Youth Theatre,Creepy Campfire Tales,"£26,864",19-Apr-23,April,Q1,North,Barnsley,Theatre,"£30,000 and below",
Small Things Dance Collective,Shifting Landscapes,"£49,750",20-Apr-23,April,Q1,North,St. Helens,Dance,"Above £30,000",
South Tyneside Council,This Is South Tyneside Festival Parade Weekend,"£64,000",20-Apr-23,April,Q1,North,South Tyneside,Combined arts,"Above £30,000",
Tara Theatre,Tara Theatre Silence Tour,"£176,000",20-Apr-23,April,Q1,London,Wandsworth,Theatre,"Above £30,000 - Over £30k Touring project",
20 Stories High,High Times & Dirty Monsters: national tour autumn 2023,"£55,000",20-Apr-23,April,Q1,North,Liverpool,Theatre,"Above £30,000 - Over £30k Touring project",
Dudley Council For Voluntary Service,Time Rebels of Dudley,"£75,000",20-Apr-23,April,Q1,Midlands,Dudley,Combined arts,"Above £30,000",
Janine Harrington,SOME TIMES: UK tour,"£114,670",20-Apr-23,April,Q1,London,Lambeth,Dance,"Above £30,000 - Over £30k Touring project",
Corali,Super Hot Hot Dog National Tour,"£64,087",20-Apr-23,April,Q1,London,Lambeth,Dance,"Above £30,000 - Over £30k Touring project",
Bermondsey Artists’ Group,Strategic Tour,"£71,910",20-Apr-23,April,Q1,London,Southwark,Visual arts,"Above £30,000 - Over £30k Touring project",
RODIUM,Pied Piper Tour,"£85,000",20-Apr-23,April,Q1,London,Croydon,Theatre,"Above £30,000 - Over £30k Touring project",
Jellyfish Theatre,Jellyfish Theatre Community Touring 2023,"£51,500",20-Apr-23,April,Q1,South West,Somerset,Theatre,"Above £30,000 - Over £30k Touring project",
Cheshire East Council,LY2 Crewe,"£49,800",20-Apr-23,April,Q1,North,Cheshire East,Combined arts,"Above £30,000",
LGBT Foundation,Greater Manchester LGBTQ+ Arts and Culture Network,"£88,875",20-Apr-23,April,Q1,North,Manchester,Combined arts,"Above £30,000",
Smoking Apples Theatre Limited,Smoking Apples: Developing Our Practice for Young People 23/24,"£56,525",20-Apr-23,April,Q1,South East,Folkestone and Hythe,Theatre,"Above £30,000 - Over £30k Touring project",
Discover the Bluedot Ltd,bluedot mass participation 2023,"£52,000",20-Apr-23,April,Q1,North,Manchester,Combined arts,"Above £30,000",
Worcestershire Archive & Archaeology Service,History in the Making 2,"£31,930",20-Apr-23,April,Q1,Midlands,Worcester,Combined arts,"Above £30,000",
Hertfordshire Library Service,My Story: Artists in Residence,"£96,500",21-Apr-23,April,Q1,South East,Welwyn Hatfield,Libraries,"Above £30,000",
ProjectFemaleCIC,RESUBMISSION - Warrior Women - Youth-Led Dance with Augmented Reality Technology Project,"£74,755",21-Apr-23,April,Q1,South East,Lewes,Dance,"Above £30,000",
Alinah Azadeh,We Hear You Now,"£54,950",21-Apr-23,April,Q1,South East,Lewes,Combined arts,"Above £30,000",
Little Seeds Music,Luna Loves Library Day,"£43,631",21-Apr-23,April,Q1,South East,Cherwell,Music,"Above £30,000",
Aurora Theatre C.I.C.,The Invisible Creature Club,"£27,558",25-Apr-23,April,Q1,South West,Stroud,Theatre,"£30,000 and below",
Sian Davey,The Garden,"£16,788",25-Apr-23,April,Q1,South West,South Hams,Visual arts,"£30,000 and below",
Darren Seed,Cornish Knockers!,"£24,280",25-Apr-23,April,Q1,South West,Cornwall,Theatre,"£30,000 and below",
Kyra Norman,Deep Time Moving: Action Research Project in Rural Cornwall,"£23,900",25-Apr-23,April,Q1,South West,Cornwall,Dance,"£30,000 and below",
Portsea Event Group,Portsea Carnival 23,"£18,467",25-Apr-23,April,Q1,South West,Portsmouth,Combined arts,"£30,000 and below",
Anna Southwell,Weston Bandstand Sessions 2023,"£17,787",25-Apr-23,April,Q1,South West,North Somerset,Music,"£30,000 and below",Supporting Grassroots Live Music
Roustabout Theatre,Everybody's Business R&D and CYP Engagement Programme,"£29,990",25-Apr-23,April,Q1,South West,"Bristol, City of",Theatre,"£30,000 and below",
Soundcellar,SoundCellar fund,"£29,999",25-Apr-23,April,Q1,South West,"Bournemouth, Christchurch and Poole",Music,"£30,000 and below",Supporting Grassroots Live Music
Caerbladon CIC,Pride of Place,"£29,500",25-Apr-23,April,Q1,South West,Wiltshire,Combined arts,"£30,000 and below",
Big Christmas Wind Orchestra and Choir,Big Summer Wind Orchestra - Make Music Day,"£2,810",26-Apr-23,April,Q1,London,Adur,Music,"£30,000 and below",
Amy Morvell,Resubmission: The Difference a Year Makes,"£32,400",26-Apr-23,April,Q1,South East,Worthing,Dance,"£30,000 and below",
Reading Borough Council - Heritage and Culture,Water Fest 2023 - Our Planet,"£26,886",26-Apr-23,April,Q1,South East,Reading,Combined arts,"£30,000 and below",
Streatham Space Project,Come Through Autumn 23,"£29,924",26-Apr-23,April,Q1,London,Lambeth,Combined arts,"£30,000 and below",
Zoobin Surty,"Mind the Dance, Pilot","£29,986",26-Apr-23,April,Q1,North,Leeds,Dance,"£30,000 and below",
Sandwell & Birmingham Mela,Mela 2023,"£29,700",26-Apr-23,April,Q1,Midlands,Sandwell,Combined arts,"£30,000 and below",
GOYA Theatre Company,Lovesong R&D,"£15,315",26-Apr-23,April,Q1,London,Kingston upon Thames,Theatre,"£30,000 and below",
Kate Viner,Facing the Future,"£20,199",26-Apr-23,April,Q1,South East,Chichester,Visual arts,"£30,000 and below",
Lancaster Jazz Festival,Lancaster Jazz Festival 2023,"£29,950",26-Apr-23,April,Q1,North,Lancaster,Music,"£30,000 and below",Supporting Grassroots Live Music
Danielle Bisset,Smashed: A Tragic Comedy,"£13,289",26-Apr-23,April,Q1,London,Hackney,Theatre,"£30,000 and below",
Birmingham Festival 2023,Birmingham Festival 23,"£30,000",26-Apr-23,April,Q1,Midlands,Birmingham,Combined arts,"£30,000 and below",
Hay Festival Foundation Ltd,Audience development,"£29,486",26-Apr-23,April,Q1,Midlands,Powys,Literature,"£30,000 and below",
Created a Monster,"R&D, shows & workshops for Conspiracy of Orphans","£27,171",26-Apr-23,April,Q1,London,Lewisham,Theatre,"£30,000 and below",
The National Song School CIC,Hands Together,"£15,644",26-Apr-23,April,Q1,South East,Southend-on-Sea,Music,"£30,000 and below",
David Parkin,'David Parkin's Delusions of Grandeur' teasers and DMU Gallery Exhibition (Autumn 2023),"£21,764",26-Apr-23,April,Q1,Midlands,Nottingham,Visual arts,"£30,000 and below",
Ad Angels Limited,National Bhangra Festival 2023,"£30,000",26-Apr-23,April,Q1,South East,Slough,Music,"£30,000 and below",Supporting Grassroots Live Music
Etruria Canals Festival Group,Transitions,"£20,980",26-Apr-23,April,Q1,Midlands,Stoke-on-Trent,Combined arts,"£30,000 and below",
HurlyBurly,HARBOUR residency,"£30,041",26-Apr-23,April,Q1,South East,Brighton and Hove,Music,"£30,000 and below",
The Spire Arts,Grassroots live music - programme development,"£32,998",26-Apr-23,April,Q1,South East,Brighton and Hove,Music,"£30,000 and below",Supporting Grassroots Live Music
Pantonic Steel Orchestra,Pantonic Outreach Programme,"£15,000",26-Apr-23,April,Q1,South East,Broxbourne,Music,"£30,000 and below",
Wicken Fen (National Trust),Wicken 125,"£11,720",26-Apr-23,April,Q1,South East,East Cambridgeshire,Combined arts,"£30,000 and below",
Sophie Wright,Eastbourne Meditation Pods,"£18,163",26-Apr-23,April,Q1,South East,Eastbourne,Visual arts,"£30,000 and below",
Hastings Book Festival CIC,Hastings Book Festival 2023/24,"£30,000",26-Apr-23,April,Q1,South East,Hastings,Literature,"£30,000 and below",
Blaize,M@HoT Summer Programme 2023,"£23,816",26-Apr-23,April,Q1,North,County Durham,Music,"£30,000 and below",
Dorchester Abbey Museum and Gift Shop,Unlocking collections,"£5,400",26-Apr-23,April,Q1,South East,South Oxfordshire,Museums,"£30,000 and below",Unlocking Collections
Sarah Broyden,Molly of the Salt Sea - Album UK Tour + Workshops,"£15,700",26-Apr-23,April,Q1,South East,King's Lynn and West Norfolk,Music,"£30,000 and below",
Acoustic Nations Ltd,Intergenerational Jamming for Wellbeing,"£28,370",26-Apr-23,April,Q1,Midlands,Lincoln,Music,"£30,000 and below",
Shire Folk Limited,Shire Folk,"£30,000",26-Apr-23,April,Q1,Midlands,Shropshire,Music,"£30,000 and below",Supporting Grassroots Live Music
Miles Warburton,"It's All In Your Head, Mr Tweedy","£3,500",26-Apr-23,April,Q1,North,North Yorkshire,Theatre,"£30,000 and below",
Ipswich Windrush Society,75th Windrush Anniversary,"£32,300",26-Apr-23,April,Q1,South East,Ipswich,Combined arts,"£30,000 and below",
Pan Nation Steel Orchestra,Pan Nation Steel Orchestra 2023,"£27,510",26-Apr-23,April,Q1,London,Haringey,Music,"£30,000 and below",
Emily Beecher,Summer Camp For Broken People - Production & Premiere,"£33,351",26-Apr-23,April,Q1,London,Haringey,Theatre,"£30,000 and below",
Sian Clarke,I:CON,"£24,615",26-Apr-23,April,Q1,London,Lewisham,Theatre,"£30,000 and below",
Ebor Studios and Gallery,Programme of Activities 2023/24,"£27,967",26-Apr-23,April,Q1,North,Rochdale,Combined arts,"£30,000 and below",
Kevin Enzo Walker,Experiment Sound/6 Senses,"£29,500",26-Apr-23,April,Q1,London,Westminster,Music,"£30,000 and below",
Drum The Bass Ltd,YCC - Celebrating LBoC,"£29,984",26-Apr-23,April,Q1,London,Croydon,Music,"£30,000 and below",
Maria Teresa Chadwick Irarrazaval,Woven Hug,"£11,431",26-Apr-23,April,Q1,London,Camden,Visual arts,"£30,000 and below",
The Thelmas,Santi & Naz Development & previews,"£31,000",26-Apr-23,April,Q1,London,Havering,Theatre,"£30,000 and below",
Sebastian Gillot,EarthSong,"£23,564",26-Apr-23,April,Q1,London,Kingston upon Thames,Music,"£30,000 and below",
Caroline Wigmore,Honeywood Mice baby music and sensory group,"£8,878",26-Apr-23,April,Q1,London,Sutton,Combined arts,"£30,000 and below",
No Dots Ltd,Morecambe 2023 +,"£29,500",26-Apr-23,April,Q1,North,Kirklees,Music,"£30,000 and below",
Lisa M Luxx,Raising SunSon,"£26,463",26-Apr-23,April,Q1,North,Kirklees,Literature,"£30,000 and below",
Bearwood Community Hub,Shakespeare in Smethwick,"£10,816",26-Apr-23,April,Q1,Midlands,Sandwell,Combined arts,"£30,000 and below",
Early Help Youth & Community Service,Breakthrough Music,"£30,000",26-Apr-23,April,Q1,North,Redcar and Cleveland,Music,"£30,000 and below",
Scott Johnson,Cream and Marshmallows - Research and Development,"£2,745",26-Apr-23,April,Q1,North,Sheffield,Theatre,"£30,000 and below",
Michaela Wetherell,Belonging - A creative celebration of identifying with your community.,"£17,058",26-Apr-23,April,Q1,North,Sunderland,Visual arts,"£30,000 and below",
Bethany Kapila,I am the Ghost of Qandeel Baloch,"£21,495",26-Apr-23,April,Q1,Midlands,Birmingham,Theatre,"£30,000 and below",
Helen Calcutt,'Grief is The Thing' - Poetry & Dance Translation R&D,"£26,914",26-Apr-23,April,Q1,Midlands,Birmingham,Dance,"£30,000 and below",
SOMA EARTH C.I.C,SOMA SOUNDS,"£6,707",26-Apr-23,April,Q1,North,Calderdale,Music,"£30,000 and below",Supporting Grassroots Live Music
Billy Read,Cog in the Wheel: A mass participation dance project involving difficult-to-reach young people and children,"£40,420",26-Apr-23,April,Q1,Midlands,Walsall,Dance,"£30,000 and below",
Ligeti Quartet LLP,Nuc - Anna Meredith Album Tour,"£25,450",26-Apr-23,April,Q1,London,Lewisham,Music,"£30,000 and below",
Shyam Dattani,Dvihīna,"£14,133",26-Apr-23,April,Q1,London,Richmond upon Thames,Dance,"£30,000 and below",
Josephine Dido Hallett,Recreational Grounds: pop up exhibition and performances in the Aylesbury Estate community,"£10,000",26-Apr-23,April,Q1,London,Southwark,Visual arts,"£30,000 and below",
moving souls dance,Route 34 Legacy,"£22,120",26-Apr-23,April,Q1,Midlands,Dudley,Combined arts,"£30,000 and below",
Coalesce Dance Theatre,The Old Green Time Machine Community Tour,"£31,196",26-Apr-23,April,Q1,North,Trafford,Dance,"£30,000 and below",
University of Derby Theatre limited,Building Place Through Partnership,"£600,000",28-Apr-23,April,Q1,Midlands,Derby,Not discipline specific,"Above £30,000 - Place Partnership project",NULL
"The Association for Development through Education, Information, and Support - D.E.I.S. CIC",Arts in the Streets,"£15,450",2-May-23,May,Q1,London,Greenwich,Combined arts,"£30,000 and below",
Samuel Ward,'we were promised honey!' Spring Tour 2023,"£19,301",2-May-23,May,Q1,South West,Wiltshire,Theatre,"£30,000 and below",
Tim Hill,The Sound of the Streets 2023,"£29,000",2-May-23,May,Q1,South West,Somerset,Music,"£30,000 and below",
Bert Roman,Who Cares?,"£12,232",2-May-23,May,Q1,London,Islington,Dance,"£30,000 and below",
Ordinary Magic CIC,Therapeutic Drama for Disadvantaged Children in Solihull,"£25,632",2-May-23,May,Q1,Midlands,Solihull,Theatre,"£30,000 and below",
najlaa elageli,Totalitarian Props,"£15,370",2-May-23,May,Q1,London,Westminster,Combined arts,"£30,000 and below",
Theatre Royal Masterclass Trust,Young Writers' Programme 2023,"£20,567",2-May-23,May,Q1,London,Westminster,Theatre,"£30,000 and below",
Jermyn Street Theatre,Creative Associates Programme 2023,"£19,287",2-May-23,May,Q1,London,Westminster,Theatre,"£30,000 and below",
Combination Dance Company,INNATE - A  Dance Program Inspired by the Human Immune System,"£19,900",2-May-23,May,Q1,London,Merton,Dance,"£30,000 and below",
Megaphone Writers C.i.c.,Megaphone Writer Development Scheme,"£28,900",2-May-23,May,Q1,Midlands,Birmingham,Literature,"£30,000 and below",
Manpreet Darroch,Sucha Mela Willenhall,"£29,000",2-May-23,May,Q1,Midlands,Walsall,Combined arts,"£30,000 and below",
First Light Events Limited,En Masse Daytime (EMD),"£8,960",2-May-23,May,Q1,London,Hackney,Combined arts,"£30,000 and below",
Holly Lodge Community Centre,Holly Lodge Film Project,"£30,000",2-May-23,May,Q1,London,Camden,Visual arts,"£30,000 and below",
Michael Fletcher,Wenlock Pots Arts Space,"£32,670",2-May-23,May,Q1,Midlands,Shropshire,Combined arts,"£30,000 and below",
Ryan Gilmartin,Lincolnshire: The Land that We Forgot,"£26,988",2-May-23,May,Q1,Midlands,South Holland,Theatre,"£30,000 and below",
The Morris Federation,"Old dances, New people, New age","£28,457",2-May-23,May,Q1,Midlands,Newark and Sherwood,Dance,"£30,000 and below",
